13,"Å¶ëÂçÄñ⁄","ínàÊÉRÅ[Éh","ínàÊéØï ÉRÅ[Éh","","","","ëçêîÅièoê∂ÇÃåéÅj ","1åéÅ`3åé","4åéÅ`6åé","7åéÅ`9åé","10åéÅ`12åé","èoê∂ÇÃåéÅuïsè⁄Åv","ëçêîÅièoê∂ÇÃåéÅj ","1åéÅ`3åé","4åéÅ`6åé","7åéÅ`9åé","10åéÅ`12åé","èoê∂ÇÃåéÅuïsè⁄Åv","ëçêîÅièoê∂ÇÃåéÅj ","1åéÅ`3åé","4åéÅ`6åé","7åéÅ`9åé","10åéÅ`12åé","èoê∂ÇÃåéÅuïsè⁄Åv"
127,"01","01100","1","nen5BX.0016","1","Å@75Å`79çŒ",86303,27089,20164,21572,17478,-,36301,11390,8470,9029,7412,-,50002,15699,11694,12543,10066,-
128,"01","01100","1","nen5BX.0017","1","Å@80Å`84çŒ",69967,22942,15832,17172,14021,-,27050,8662,6188,6746,5454,-,42917,14280,9644,10426,8567,-
129,"01","01100","1","nen5BX.0018","1","Å@85Å`89çŒ",44181,15109,9945,10634,8493,-,14812,4972,3352,3653,2835,-,29369,10137,6593,6981,5658,-
130,"01","01100","1","nen5BX.0019","1","Å@90Å`94çŒ",19196,6672,4138,4746,3640,-,4846,1556,1077,1297,916,-,14350,5116,3061,3449,2724,-
131,"01","01100","1","nen5BX.0020","1","Å@95Å`99çŒ",4788,1634,1097,1155,902,-,919,313,210,232,164,-,3869,1321,887,923,738,-
132,"01","01100","1","nen5BX.0021","1","Å@100çŒà»è„",864,280,191,216,177,-,125,40,24,31,30,-,739,240,167,185,147,-
133,"01","01100","1","nen5BX.0022","1","Å@îNóÓÅuïsè⁄Åv",12293,-,-,-,-,12293,6447,-,-,-,-,6447,5846,-,-,-,-,5846
134,"","","","","","02 ê¬êXåß",,,,,,,,,,,,,,,,,,
135,"01","02000","a","nen5BX.0000","0","ëçêîÅiîNóÓÅj",1308265,343022,329581,320699,303713,11250,614694,159547,154735,150983,143029,6400,693571,183475,174846,169716,160684,4850
136,"01","02000","a","nen5BX.0001","1","Å@0Å`4çŒ",42943,10259,10853,10923,10908,-,21983,5270,5485,5657,5571,-,20960,4989,5368,5266,5337,-
